年份,科目代碼,當年度金額,上年度金額,款,款名,項,項名,目,目名,節,節名,備註,ref
2016,33020670503,1844000,1831000,2,臺中市政府主管,27,臺中市烏日區公所,2,區公所業務,3,人文業務,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費48千元
　　業務費1,716千元
　　獎補助費80千元三、本年度預算數與上年度比較：
　　增加 13千元
　　增列 業務費13千元",2.27.2.3
2016,33020677900,250000,250000,2,臺中市政府主管,27,臺中市烏日區公所,3,第一預備金,,,,2.27.3
2016,33020677901,250000,250000,2,臺中市政府主管,27,臺中市烏日區公所,3,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金250千元",2.27.3.1
2016,33020679000,27560000,37190000,2,臺中市政府主管,27,臺中市烏日區公所,4,一般建築及設備,,,,2.27.4
2016,33020679001,27560000,37190000,2,臺中市政府主管,27,臺中市烏日區公所,4,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資27,560千元三、本年度預算數與上年度比較：
　　減少 9,630千元
　　減列 設備及投資9,630千元",2.27.4.1
2016,58020671000,117000,117000,2,臺中市政府主管,27,臺中市烏日區公所,5,農林管理業務,,,,2.27.5
2016,58020671001,117000,117000,2,臺中市政府主管,27,臺中市烏日區公所,5,農林管理業務,1,農林管理業務,"一、本科目包括農林管理業務二、本年度預算數包括:
　　人事費13千元
　　業務費104千元",2.27.5.1
2016,68020670200,36516000,34193000,2,臺中市政府主管,27,臺中市烏日區公所,6,社政業務,,,,2.27.6
2016,68020670201,36516000,34193000,2,臺中市政府主管,27,臺中市烏日區公所,6,社政業務,1,社會福利,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費582千元
　　業務費1,626千元
　　獎補助費34,308千元三、本年度預算數與上年度比較：
　　增加 2,323千元
　　增列 人事費450千元
　　減列 業務費1千元
　　增列 獎補助費1,874千元",2.27.6.1
2016,00020680000,0,0,2,臺中市政府主管,28,臺中市和平區公所,,,,,,2.28
2016,31020680100,0,0,2,臺中市政府主管,28,臺中市和平區公所,1,一般行政,,,,2.28.1
2016,31020680101,0,0,2,臺中市政府主管,28,臺中市和平區公所,1,一般行政,1,行政管理,本計畫僅有前年度決算數,2.28.1.1
2016,31020680200,0,0,2,臺中市政府主管,28,臺中市和平區公所,2,議事業務,,,,2.28.2
2016,31020680203,0,0,2,臺中市政府主管,28,臺中市和平區公所,2,議事業務,1,法制研究,本計畫僅有前年度決算數,2.28.2.1
2016,33020680100,0,0,2,臺中市政府主管,28,臺中市和平區公所,3,一般行政,,,,2.28.3
2016,33020680101,0,0,2,臺中市政府主管,28,臺中市和平區公所,3,一般行政,1,行政管理,本計畫僅有前年度決算數,2.28.3.1
2016,33020680500,0,0,2,臺中市政府主管,28,臺中市和平區公所,4,區公所業務,,,,2.28.4
2016,33020680501,0,0,2,臺中市政府主管,28,臺中市和平區公所,4,區公所業務,1,民政業務,本計畫僅有前年度決算數,2.28.4.1
2016,33020680502,0,0,2,臺中市政府主管,28,臺中市和平區公所,4,區公所業務,2,經建業務,本計畫僅有前年度決算數,2.28.4.2
2016,33020680504,0,0,2,臺中市政府主管,28,臺中市和平區公所,4,區公所業務,3,土地管理業務,本計畫僅有前年度決算數,2.28.4.3
2016,33020689000,0,0,2,臺中市政府主管,28,臺中市和平區公所,5,一般建築及設備,,,,2.28.5
2016,33020689001,0,0,2,臺中市政府主管,28,臺中市和平區公所,5,一般建築及設備,1,一般建築及設備,本計畫僅有前年度決算數,2.28.5.1
2016,58020681000,0,0,2,臺中市政府主管,28,臺中市和平區公所,6,農林管理業務,,,,2.28.6
2016,58020681001,0,0,2,臺中市政府主管,28,臺中市和平區公所,6,農林管理業務,1,農林管理業務,本計畫僅有前年度決算數,2.28.6.1
2016,68020680200,0,0,2,臺中市政府主管,28,臺中市和平區公所,7,社政業務,,,,2.28.7
2016,68020680201,0,0,2,臺中市政府主管,28,臺中市和平區公所,7,社政業務,1,社會福利,本計畫僅有前年度決算數,2.28.7.1
2016,00020690000,137700000,166931000,2,臺中市政府主管,29,臺中市神岡區公所,,,,,,2.29
2016,33020690100,59377000,60657000,2,臺中市政府主管,29,臺中市神岡區公所,1,一般行政,,,,2.29.1
2016,33020690101,59377000,60657000,2,臺中市政府主管,29,臺中市神岡區公所,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費50,616千元
　　業務費8,461千元
　　獎補助費300千元三、本年度預算數與上年度比較：
　　減少 1,280千元
　　減列 人事費398千元
　　減列 業務費882千元",2.29.1.1
2016,33020690500,41852000,51790000,2,臺中市政府主管,29,臺中市神岡區公所,2,區公所業務,,,,2.29.2
2016,33020690501,39726000,48835000,2,臺中市政府主管,29,臺中市神岡區公所,2,區公所業務,1,民政業務,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費255千元
　　業務費31,433千元
　　獎補助費8,038千元三、本年度預算數與上年度比較：
　　減少 9,109千元
　　減列 人事費1,436千元
　　減列 業務費7,669千元
　　減列 獎補助費4千元",2.29.2.1
2016,33020690502,1065000,1449000,2,臺中市政府主管,29,臺中市神岡區公所,2,區公所業務,2,經建業務,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費513千元
　　業務費552千元三、本年度預算數與上年度比較：
　　減少 384千元
　　增列 人事費1千元
　　減列 業務費385千元",2.29.2.2
2016,33020690503,1061000,1506000,2,臺中市政府主管,29,臺中市神岡區公所,2,區公所業務,3,人文業務,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費16千元
　　業務費965千元
　　獎補助費80千元三、本年度預算數與上年度比較：
　　減少 445千元
　　減列 業務費445千元",2.29.2.3
2016,33020697900,350000,350000,2,臺中市政府主管,29,臺中市神岡區公所,3,第一預備金,,,,2.29.3
2016,33020697901,350000,350000,2,臺中市政府主管,29,臺中市神岡區公所,3,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金350千元",2.29.3.1
2016,33020699000,15662000,35808000,2,臺中市政府主管,29,臺中市神岡區公所,4,一般建築及設備,,,,2.29.4
2016,33020699001,15662000,35808000,2,臺中市政府主管,29,臺中市神岡區公所,4,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資15,662千元三、本年度預算數與上年度比較：
　　減少 20,146千元
　　減列 設備及投資20,146千元",2.29.4.1
2016,58020691000,1727000,1725000,2,臺中市政府主管,29,臺中市神岡區公所,5,農林管理業務,,,,2.29.5
2016,58020691001,1727000,1725000,2,臺中市政府主管,29,臺中市神岡區公所,5,農林管理業務,1,農林管理業務,"一、本科目包括農林管理業務二、本年度預算數包括:
　　人事費1,021千元
　　業務費706千元三、本年度預算數與上年度比較：
　　增加 2千元
　　增列 人事費2千元",2.29.5.1
2016,68020690200,18732000,16601000,2,臺中市政府主管,29,臺中市神岡區公所,6,社政業務,,,,2.29.6
2016,68020690201,18732000,16601000,2,臺中市政府主管,29,臺中市神岡區公所,6,社政業務,1,社會福利,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費25千元
　　業務費3,311千元
　　獎補助費15,396千元三、本年度預算數與上年度比較：
　　增加 2,131千元
　　增列 業務費453千元
　　增列 獎補助費1,678千元",2.29.6.1
2016,00020700000,164882000,163622000,2,臺中市政府主管,30,臺中市大肚區公所,,,,,,2.30
2016,33020700100,69532000,73441000,2,臺中市政府主管,30,臺中市大肚區公所,1,一般行政,,,,2.30.1
2016,33020700101,69532000,73441000,2,臺中市政府主管,30,臺中市大肚區公所,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費51,339千元
　　業務費17,893千元
　　獎補助費300千元三、本年度預算數與上年度比較：
　　減少 3,909千元
　　減列 人事費1,359千元
　　減列 業務費2,454千元
　　減列 獎補助費96千元",2.30.1.1
2016,33020700500,49325000,42942000,2,臺中市政府主管,30,臺中市大肚區公所,2,區公所業務,,,,2.30.2
2016,33020700501,42660000,40177000,2,臺中市政府主管,30,臺中市大肚區公所,2,區公所業務,1,民政業務,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費96千元
　　業務費26,624千元
　　獎補助費15,940千元三、本年度預算數與上年度比較：
　　增加 2,483千元
　　增列 業務費2,533千元
　　減列 獎補助費50千元",2.30.2.1
2016,33020700502,4920000,420000,2,臺中市政府主管,30,臺中市大肚區公所,2,區公所業務,2,經建業務,"一、本科目包括經建業務二、本年度預算數包括:
　　人事費6千元
　　業務費334千元
　　獎補助費4,580千元三、本年度預算數與上年度比較：
　　增加 4,500千元
　　減列 業務費80千元
　　增列 獎補助費4,580千元",2.30.2.2
2016,33020700503,1745000,2345000,2,臺中市政府主管,30,臺中市大肚區公所,2,區公所業務,3,人文業務,"一、本科目包括人文業務二、本年度預算數包括:
　　人事費12千元
　　業務費1,653千元
　　獎補助費80千元三、本年度預算數與上年度比較：
　　減少 600千元
　　減列 業務費600千元",2.30.2.3
2016,33020707900,250000,250000,2,臺中市政府主管,30,臺中市大肚區公所,3,第一預備金,,,,2.30.3
2016,33020707901,250000,250000,2,臺中市政府主管,30,臺中市大肚區公所,3,第一預備金,1,第一預備金,"一、本科目包括第一預備金二、本年度預算數包括:
　　預備金250千元",2.30.3.1
2016,33020709000,13056000,15987000,2,臺中市政府主管,30,臺中市大肚區公所,4,一般建築及設備,,,,2.30.4
2016,33020709001,13056000,15987000,2,臺中市政府主管,30,臺中市大肚區公所,4,一般建築及設備,1,一般建築及設備,"一、本科目包括一般建築及設備二、本年度預算數包括:
　　設備及投資13,056千元三、本年度預算數與上年度比較：
　　減少 2,931千元
　　減列 設備及投資2,931千元",2.30.4.1
2016,58020701000,1249000,1249000,2,臺中市政府主管,30,臺中市大肚區公所,5,農林管理業務,,,,2.30.5
2016,58020701001,1249000,1249000,2,臺中市政府主管,30,臺中市大肚區公所,5,農林管理業務,1,農林管理業務,"一、本科目包括農林管理業務二、本年度預算數包括:
　　人事費6千元
　　業務費1,243千元",2.30.5.1
2016,68020700200,31470000,29753000,2,臺中市政府主管,30,臺中市大肚區公所,6,社政業務,,,,2.30.6
2016,68020700201,31470000,29753000,2,臺中市政府主管,30,臺中市大肚區公所,6,社政業務,1,社會福利,"一、本科目包括社會福利二、本年度預算數包括:
　　人事費386千元
　　業務費14,525千元
　　獎補助費16,559千元三、本年度預算數與上年度比較：
　　增加 1,717千元
　　增列 人事費300千元
　　減列 業務費1千元
　　增列 獎補助費1,418千元",2.30.6.1
2016,00020710000,145289000,155643000,2,臺中市政府主管,31,臺中市大雅區公所,,,,,,2.31
2016,33020710100,71599000,73456000,2,臺中市政府主管,31,臺中市大雅區公所,1,一般行政,,,,2.31.1
2016,33020710101,71599000,73456000,2,臺中市政府主管,31,臺中市大雅區公所,1,一般行政,1,行政管理,"一、本科目包括行政管理二、本年度預算數包括:
　　人事費56,060千元
　　業務費15,203千元
　　獎補助費336千元三、本年度預算數與上年度比較：
　　減少 1,857千元
　　減列 人事費501千元
　　減列 業務費1,356千元",2.31.1.1
2016,33020710500,41778000,45079000,2,臺中市政府主管,31,臺中市大雅區公所,2,區公所業務,,,,2.31.2
2016,33020710501,38748000,42035000,2,臺中市政府主管,31,臺中市大雅區公所,2,區公所業務,1,民政業務,"一、本科目包括民政業務二、本年度預算數包括:
　　人事費743千元
　　業務費29,389千元
　　獎補助費8,616千元三、本年度預算數與上年度比較：
　　減少 3,287千元
　　減列 人事費1,816千元
　　減列 業務費1,471千元",2.31.2.1
