款,項,目,節,科目編號,科目名稱,本年度預算數,上年度預算數,本年度與上年度比較,說明
4,35,1,  ,3505900100,一般行政,"25,797 ","25,390 ",407 ,"本年度預算數之內容與上年度之比較如下：
1.人員維持費23,369千元，較上年度減列(
含移撥)員額1人之人事費2,280千元，增
列員工薪俸晉級差額及退休離職儲金等經
費2,769千元，計淨增489千元。
2.基本行政工作維持費772千元，較上年度
減列替代役宿舍租金等經費84千元。
3.辦理司法行政業務經費1,656千元，較上
年度增列法官健康檢查費等2千元。"
4,35,2,  ,3505901000,審判業務,"1,365 ","1,367 ",-2 ,"本年度預算數之內容與上年度之比較如下：
1.辦理民事事件業務經費207千元，與上年
度同。
2.辦理刑事案件業務經費1,158千元，較上
年度減列購置審判設備等經費2千元。"
4,35,3,  ,3505909000,一般建築及設備,"6,000 ",65 ,"5,935 ",  
4,35,3,1,3505909001,土地購置,"6,000 ",-,"6,000 ","新增金防部乳南二營區土地撥用所需拆遷補
償經費如列數。"
4,35,3,2,3505909019,其他設備,-,65 ,-65 ,"上年度購置冷氣機等設備預算業已編竣，所
列65千元如數減列。"
4,35,4,  ,3505909800,第一預備金,28 ,28 ,-,仍照上年度預算數編列。
4,36,  ,  ,0005910000,福建金門地方法院,"108,786 ","83,002 ","25,784 ",  
4,36,  ,999,3505910000,司法支出,"108,786 ","83,002 ","25,784 ",  
4,36,1,  ,3505910100,一般行政,"80,517 ","77,981 ","2,536 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費74,468千元，較上年度增列員
工薪俸晉級差額及退休離職儲金等經費2,
504千元。
2.基本行政工作維持費2,954千元，較上年
度增列公務車輛養護等經費23千元。
3.辦理司法行政業務經費3,095千元，較上
年度增列法官健康檢查費等9千元。"
4,36,2,  ,3505911000,審判業務,"3,200 ","3,201 ",-1 ,"本年度預算數之內容與上年度之比較如下：
1.辦理民事事件業務經費941千元，較上年
度減列法院裁定移付鄉鎮市公所調解事件
等經費1千元。
2.辦理刑事案件業務經費1,617千元，與上
年度同。
3.辦理民事執行業務經費526千元，與上年
度同。
4.辦理行政訴訟業務經費116千元，與上年
度同。"
4,36,3,  ,3505911200,少年事件處理,886 ,886 ,-,"本年度預算數之內容與上年度之比較如下：
1.辦理少年事件審理業務經費198千元，與
上年度同。
2.辦理少年事件觀護及輔導業務經費688千
元，與上年度同。"
4,36,4,  ,3505911400,公證及提存事件處理,92 ,92 ,-,"本年度預算數92千元，係辦理公證及提存業
務經費，與上年度同。"
4,36,5,  ,3505919000,一般建築及設備,"24,024 ",775 ,"23,249 ",  
4,36,5,1,3505919001,土地購置,"24,000 ",-,"24,000 ","新增金防部乳南二營區土地撥用所需拆遷補
償經費如列數。"
4,36,5,2,3505919011,交通及運輸設備,-,126 ,-126 ,"上年度汰換公務機車2輛預算業已編竣，所
列126千元如數減列。"
4,36,5,3,3505919019,其他設備,24 ,649 ,-625 ,"本年度預算數之內容與上年度之比較如下：
1.購置沙發椅等經費24千元。
2.上年度購置冷氣機及不斷電系統等設備預
算業已編竣，所列649千元如數減列。"
4,36,6,  ,3505919800,第一預備金,67 ,67 ,-,仍照上年度預算數編列。
4,37,  ,  ,0005930000,福建連江地方法院,"25,774 ","24,536 ","1,238 ",  
4,37,  ,999,3505930000,司法支出,"25,774 ","24,536 ","1,238 ",  
4,37,1,  ,3505930100,一般行政,"24,259 ","23,436 ",823 ,"本年度預算數之內容與上年度之比較如下：
1.人員維持費20,342千元，較上年度增列員
工薪俸晉級差額及退休離職儲金等經費52
6千元。
2.基本行政工作維持費1,130千元，較上年
度增列公務車輛養護等經費8千元。
3.辦理司法行政業務經費2,787千元，較上
年度增列辦公廳室養護等經費289千元。"
4,37,2,  ,3505931000,審判業務,812 ,813 ,-1 ,"本年度預算數之內容與上年度之比較如下：
1.辦理民事事件業務經費323千元，較上年
度減列法院裁定移付鄉鎮市公所調解事件
等經費1千元。
2.辦理刑事案件業務經費374千元，與上年
度同。
3.辦理民事執行業務經費81千元，與上年度
同。
4.辦理行政訴訟業務經費34千元，與上年度
同。"
4,37,3,  ,3505931200,少年事件處理,171 ,171 ,-,"本年度預算數之內容與上年度之比較如下：
1.辦理少年事件審理業務經費86千元，與上
年度同。
2.辦理少年事件觀護及輔導業務經費85千元
，與上年度同。"
4,37,4,  ,3505931400,公證及提存事件處理,27 ,27 ,-,"本年度預算數27千元，係辦理公證及提存業
務經費，與上年度同。"
4,37,5,  ,3505939000,一般建築及設備,477 ,61 ,416 ,  
4,37,5,1,3505939019,其他設備,477 ,61 ,416 ,"本年度預算數之內容與上年度之比較如下：
1.購置彩色影印機及雷射事務機等經費477
千元。
2.上年度購置冷氣機及沙發組等設備預算業
已編竣，所列61千元如數減列。"
4,37,6,  ,3505939800,第一預備金,28 ,28 ,-,仍照上年度預算數編列。
5,  ,  ,  ,0006000000,考試院主管,"26,425,338 ","26,184,564 ","240,774 ",  
5,1,  ,  ,0006010000,考試院,"355,471 ","351,421 ","4,050 ",  
5,1,  ,999,3606010000,考試支出,"355,471 ","351,421 ","4,050 ",  
5,1,1,  ,3606010100,一般行政,"337,377 ","332,531 ","4,846 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費282,838千元，較上年度增列
員工薪俸晉級差額及退休退職給付等經費
5,634千元。
2.基本行政工作維持費41,124千元，較上年
度減列辦理玉衡樓1至3樓結構補強等經費
2,837千元。
3.資訊業務經費13,415千元，較上年度增列
網內網路資訊整合系統改版建置等經費2,
049千元。"
5,1,2,  ,3606011200,議事業務,"3,236 ","3,562 ",-326 ,"本年度預算數之內容與上年度之比較如下：
1.考銓議事業務經費1,034千元，較上年度
減列購置文具用品耗材等經費107千元。
2.考銓業務考察經費2,202千元，較上年度
減列國內考察參訪等經費219千元。"
5,1,3,  ,3606011300,法制業務,"1,202 ","1,327 ",-125 ,"本年度預算數之內容與上年度之比較如下：
1.法制作業及法規編印經費578千元，較上
年度減列購置文具用品耗材等經費60千元
。
2.訴願審議及督導經費624千元，較上年度
減列會議資料印製費等65千元。"
5,1,4,  ,3606011400,施政業務及督導,"12,606 ","12,241 ",365 ,"本年度預算數之內容與上年度之比較如下：
1.考試及訓練及(合)格證書管理製發業務經
費4,117千元，較上年度增列早期證書存
根卡等檔案資料掃描建檔及檢索系統建置
等經費1,230千元。
2.考銓施政業務審查及督導經費1,805千元
，較上年度增列舉辦全國人事行政會議等
經費284千元。
3.考銓及公務人力資源叢書編譯經費3,267
千元，較上年度減列考銓書刊撰稿、審查
等經費338千元。
4.考試及格人員服務及施政成果宣導經費1,
008千元，較上年度減列購置文具用品耗
材及會議資料印製等經費104千元。
5.考銓研究發展經費1,497千元，較上年度
減列文官制度委託研究經費等613千元。
6.國際文官制度學術交流經費912千元，較
上年度減列稿費及授課講座鐘點費等94千
元。"
5,1,5,  ,3606019000,一般建築及設備,-,710 ,-710 ,  
5,1,5,1,3606019011,交通及運輸設備,-,710 ,-710 ,"上年度汰換副秘書長專用車預算業已編竣，
所列710千元如數減列。"
5,1,6,  ,3606019800,第一預備金,"1,050 ","1,050 ",-,仍照上年度預算數編列。
5,2,  ,  ,0006100000,考選部,"331,722 ","317,813 ","13,909 ",  
5,2,  ,999,3606100000,考試支出,"331,722 ","317,813 ","13,909 ",  
5,2,1,  ,3606100100,一般行政,"306,377 ","287,171 ","19,206 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費269,877千元，較上年度增列
員工薪俸晉級差額等經費3,410千元。
2.基本行政工作維持費36,500千元，較上年
度減列國家考試園區委外專業評估等經費
4,473千元，增列行政大樓漏水修繕及外
牆磁磚整修等經費20,269千元，計淨增15
,796千元。"
5,2,2,  ,3606101400,考試業務研究改進,"24,561 ","29,795 ","-5,234 ",  
5,2,2,1,3606101401,試題研編及審查,"10,409 ","11,063 ",-654 ,"本年度預算數之內容與上年度之比較如下：
1.題庫之編製及審查經費9,943千元，較上
年度減列命題及審查等經費871千元。
2.試題研究經費466千元，較上年度增列舉
辦試題研究相關會議等經費217千元。"
5,2,2,2,3606101402,考選資料處理,"9,571 ","12,898 ","-3,327 ","本年度預算數之內容與上年度之比較如下：
1.資訊工作維持費344千元，較上年度減列
電腦化試場擴充評估建置耗材等經費39千
元。
2.網路系統之規劃及裝置經費9,227千元，
較上年度減列電腦化試場擴充評估建置等
經費3,288千元。"
5,2,2,3,3606101403,研究發展及宣導,"4,581 ","5,834 ","-1,253 ","本年度預算數之內容與上年度之比較如下：
1.研究發展工作維持費208千元，較上年度
減列考選工作研究委員會委員之出席及審
查等經費26千元。
2.考試業務之研究改進及宣導經費4,373千
元，較上年度減列國家菁英季刊編印等經
費1,227千元。"
5,2,3,  ,3606109000,一般建築及設備,-,63 ,-63 ,  
5,2,3,1,3606109011,交通及運輸設備,-,63 ,-63 ,"上年度汰換機車1輛預算業已編竣，所列63
千元如數減列。"
5,2,4,  ,3606109800,第一預備金,784 ,784 ,-,仍照上年度預算數編列。
5,3,  ,  ,0006200000,銓敘部,"24,318,497 ","24,100,459 ","218,038 ",  
5,3,  ,999,3606200000,考試支出,"401,129 ","382,917 ","18,212 ",  
5,3,1,  ,3606200100,一般行政,"392,809 ","374,307 ","18,502 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費333,251千元，較上年度增列
員工薪俸晉級差額等經費3,333千元。
2.基本行政工作維持費24,649千元 ，較上
年度增列汰換機房空調主機等經費2,138
千元。
3.資訊系統之使用及管理經費34,909千元，
較上年度增列汰換資料庫主機等經費13,0
31千元。"
5,3,2,  ,3606200200,人事法制及銓敘,"6,624 ","7,834 ","-1,210 ","本年度預算數之內容與上年度之比較如下：
1.推動人事法制及銓敘行政業務經費976千
元，較上年度減列法規編印等經費685千
元。
2.人事法制、管理及銓敘業務經費5,648千
元，較上年度減列公務人員傑出貢獻獎選
拔表揚等經費525千元。"
5,3,3,  ,3606209000,一般建築及設備,920 ,-,920 ,  
5,3,3,1,3606209011,交通及運輸設備,920 ,-,920 ,新增汰換首長專用車1輛經費如列數。
5,3,4,  ,3606209800,第一預備金,776 ,776 ,-,仍照上年度預算數編列。
5,3,  ,999,6606200000,社會保險支出,"220,469 ","215,187 ","5,282 ",  
5,3,5,  ,6606200300,公務人員保險管理及監理,"220,469 ","215,187 ","5,282 ","本年度預算數之內容與上年度之比較如下：
1.公務人員保險管理及監理業務經費1,504
千元，較上年度減列公保業務宣導等經費
41千元。
2.補助公教人員保險事務經費218,965千元
，較上年度增列5,323千元。"
5,3,  ,999,6806200000,福利服務支出,"18,998 ","21,451 ","-2,453 ",  
5,3,6,  ,6806205800,早期退休公教人員生活困難照護金,"18,998 ","21,451 ","-2,453 ","本年度預算數18,998千元，係對早期退休公
教人員生活特別困難者每年三節發給照護金
，較上年度減列2,453千元。
"
5,3,  ,999,7506200000,退休撫卹給付支出,"23,676,142 ","23,479,037 ","197,105 ",  
5,3,7,  ,7506205300,公務人員退休撫卹給付,"23,676,142 ","23,479,037 ","197,105 ","本年度預算數之內容與上年度之比較如下：
1.公務人員退休給付經費22,773,628千元，
較上年度增列退休給付201,017千元。

2.公務人員撫卹給付經費412,200千元，與
上年度同。

3.公務人員殮葬補助經費34,820千元，與上
年度同。

4.政務人員退職酬勞金給付經費393,593千
元，較上年度減列退職酬勞金3,248千元
。

5.公(政)務人員因公傷殘死亡慰問金經費17
,997千元，與上年度同。
6.撥補政務人員退撫基金不足經費43,904千
元，較上年度減列664千元。"
5,3,  ,999,7606200000,退休撫卹業務支出,"1,759 ","1,867 ",-108 ,  
5,3,8,  ,7606200600,退休撫卹業務,"1,759 ","1,867 ",-108 ,  
5,3,8,1,7606200601,公務人員退休撫卹管理,"1,759 ","1,867 ",-108 ,"本年度預算數之內容與上年度之比較如下：
1.公務人員退休業務經費1,274千元，較上
年度減列辦理退撫業務分區宣導講習等經
費169千元。
2.公務人員撫卹業務經費485千元，較上年
度增列辦理撫卹疑義案件審查業務等經費
61千元。"
5,4,  ,  ,0006300000,公務人員保障暨培訓委員會,"174,322 ","172,433 ","1,889 ",  
5,4,  ,999,3606300000,考試支出,"174,322 ","172,433 ","1,889 ",  
5,4,1,  ,3606300100,一般行政,"141,323 ","139,155 ","2,168 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費126,049千元，較上年度核實
減列人事費1,500千元。
2.基本行政工作維持費15,274千元，較上年
度增列業務資訊系統功能增修、維護及汰
換電腦軟體等經費3,668千元。"
5,4,2,  ,3606301100,保障暨培訓,"31,263 ","31,550 ",-287 ,  
5,4,2,1,3606301101,保障業務,"2,445 ","2,813 ",-368 ,"本年度預算數之內容與上年度之比較如下：
1.公務人員保障政策法規之研擬規劃及解釋
經費1,089千元，較上年度減列印製會議
資料等經費100千元。
2.公務人員保障制度之宣導經費761千元，
較上年度減列印製會議資料等經費150千
元。
3.公務人員保障事件之擬議及審理經費367
千元，較上年度減列辦理保障業務所需教
育訓練等經費60千元。
4.公務人員保障業務之輔導及協調聯繫經費
117千元，較上年度減列印製會議資料等
經費38千元。
5.公務人員保障案例之編印經費111千元，
較上年度減列編印各種保障案例等經費20
千元。"
